subscriber_id,cohort_month,city,channel,category,plan_tenure_months,monthly_rental_inr,first_delivery_delay_days,nps_score,payment_failures_90d,swap_requests_60d,support_tickets_60d,subscriber_age,churn_month,is_churned,months_observable,months_active,revenue_inr
1118,2024-08-01,Hyderabad,Google_Ads,Sofa,6,1544,4,5,0,0,2,29,2.0,1,21,2,3088
1119,2024-09-01,Bengaluru,Organic,Wardrobe,6,1107,3,1,1,2,2,31,1.0,1,20,1,1107
1120,2024-06-01,Delhi,Google_Ads,Dining,3,1765,3,1,1,0,1,30,1.0,1,23,1,1765
1121,2024-01-01,Mumbai,Google_Ads,Sofa,6,1311,0,7,0,0,1,27,,0,28,28,36708
1122,2024-02-01,Bengaluru,Google_Ads,Full_Home,12,4012,3,6,0,0,1,30,2.0,1,27,2,8024
1123,2024-04-01,Chennai,Direct,Sofa,6,1717,4,3,0,1,2,30,11.0,1,25,11,18887
1124,2024-03-01,Pune,Google_Ads,Bed,3,1376,2,8,1,0,0,26,26.0,1,26,26,35776
1125,2024-11-01,Mumbai,Google_Ads,Dining,3,1838,1,1,0,0,0,35,1.0,1,18,1,1838
1126,2024-11-01,Chennai,Referral,Wardrobe,6,1182,4,9,0,0,1,26,,0,18,18,21276
1127,2024-11-01,Mumbai,Google_Ads,Bed,6,1256,0,6,1,0,1,25,,0,18,18,22608
1128,2024-08-01,Mumbai,Google_Ads,Full_Home,12,3585,3,1,0,1,1,27,1.0,1,21,1,3585
1129,2024-07-01,Pune,Google_Ads,Sofa,3,1318,1,8,0,0,1,21,7.0,1,22,7,9226
1130,2024-08-01,Mumbai,Organic,Dining,12,1430,0,8,2,0,0,28,18.0,1,21,18,25740
1131,2024-05-01,Mumbai,Meta_Ads,Sofa,12,1632,0,6,1,0,0,27,22.0,1,24,22,35904
1132,2024-09-01,Delhi,Referral,Sofa,3,1337,3,9,0,0,1,32,19.0,1,20,19,25403
1133,2024-10-01,Bengaluru,Organic,Wardrobe,6,1182,1,7,0,1,0,28,,0,19,19,22458
1134,2024-10-01,Mumbai,Meta_Ads,Full_Home,6,4321,2,5,1,0,1,21,12.0,1,19,12,51852
1135,2024-08-01,Mumbai,Google_Ads,Wardrobe,6,1183,0,8,1,0,0,27,11.0,1,21,11,13013
1136,2024-01-01,Delhi,Referral,Bed,12,1360,3,8,1,0,1,22,,0,28,28,38080
1137,2024-09-01,Bengaluru,Referral,Sofa,12,1380,2,10,0,0,0,34,,0,20,20,27600
1138,2024-05-01,Bengaluru,Referral,Full_Home,6,3635,5,4,0,1,1,34,6.0,1,24,6,21810
1139,2024-09-01,Hyderabad,Google_Ads,Sofa,12,1677,2,7,0,0,0,31,1.0,1,20,1,1677
1140,2024-07-01,Bengaluru,Organic,Dining,6,1359,3,1,0,0,1,33,1.0,1,22,1,1359
1141,2024-11-01,Mumbai,Organic,Sofa,12,1733,2,1,1,0,0,29,1.0,1,18,1,1733
1142,2024-05-01,Hyderabad,Direct,Sofa,12,1290,3,1,0,0,4,30,2.0,1,24,2,2580
1143,2024-12-01,Hyderabad,Google_Ads,Sofa,12,1591,0,9,1,0,1,26,,0,17,17,27047
1144,2024-11-01,Bengaluru,Referral,Sofa,3,1478,3,8,1,0,2,27,6.0,1,18,6,8868
1145,2024-04-01,Pune,Organic,Wardrobe,3,1063,2,10,0,0,0,33,,0,25,25,26575
1146,2024-06-01,Hyderabad,Referral,Bed,12,1460,1,9,0,0,0,24,,0,23,23,33580
1147,2024-07-01,Mumbai,Organic,Full_Home,3,3556,0,1,1,0,1,30,1.0,1,22,1,3556
1148,2024-10-01,Hyderabad,Referral,Sofa,6,1771,3,4,1,0,1,26,14.0,1,19,14,24794
1149,2024-09-01,Hyderabad,Meta_Ads,Wardrobe,6,1057,1,1,0,0,0,26,1.0,1,20,1,1057
1150,2024-11-01,Delhi,Google_Ads,Wardrobe,12,983,2,9,0,0,1,35,,0,18,18,17694
1151,2024-05-01,Delhi,Meta_Ads,Bed,12,1549,2,7,0,0,1,32,,0,24,24,37176
1152,2024-07-01,Hyderabad,Referral,Sofa,3,1700,2,7,2,0,0,30,,0,22,22,37400
1153,2024-06-01,Chennai,Google_Ads,Sofa,6,1359,3,6,0,0,1,24,20.0,1,23,20,27180
1154,2024-11-01,Delhi,Organic,Sofa,12,1321,2,1,1,0,0,29,1.0,1,18,1,1321
1155,2024-04-01,Pune,Direct,Bed,3,1524,1,1,0,1,0,27,1.0,1,25,1,1524
1156,2024-08-01,Hyderabad,Referral,Sofa,6,1581,2,4,1,0,0,23,1.0,1,21,1,1581
1157,2024-02-01,Pune,Organic,Bed,6,1315,0,9,0,0,0,32,,0,27,27,35505
1158,2024-11-01,Chennai,Referral,Wardrobe,6,876,1,8,0,0,0,31,,0,18,18,15768
1159,2024-05-01,Bengaluru,Google_Ads,Wardrobe,6,1039,0,1,0,0,0,21,1.0,1,24,1,1039
1160,2024-05-01,Bengaluru,Meta_Ads,Sofa,3,1417,1,1,0,0,0,28,1.0,1,24,1,1417
1161,2024-07-01,Delhi,Meta_Ads,Wardrobe,12,917,5,6,1,0,2,38,2.0,1,22,2,1834
1162,2024-06-01,Mumbai,Referral,Bed,3,1282,0,9,1,0,0,30,11.0,1,23,11,14102
1163,2024-11-01,Delhi,Google_Ads,Full_Home,6,3449,3,1,0,0,1,38,1.0,1,18,1,3449
1164,2024-07-01,Hyderabad,Google_Ads,Sofa,6,1588,2,8,0,0,0,31,,0,22,22,34936
1165,2024-07-01,Chennai,Organic,Sofa,3,1600,2,9,0,0,0,32,,0,22,22,35200
1166,2024-02-01,Mumbai,Meta_Ads,Full_Home,6,4372,0,8,0,0,2,28,5.0,1,27,5,21860
1167,2024-01-01,Hyderabad,Referral,Bed,3,1115,4,4,3,1,1,25,1.0,1,28,1,1115
1168,2024-05-01,Bengaluru,Meta_Ads,Sofa,3,1366,0,8,0,0,0,24,13.0,1,24,13,17758
1169,2024-12-01,Delhi,Referral,Full_Home,6,4480,1,5,1,1,2,34,6.0,1,17,6,26880
1170,2024-12-01,Bengaluru,Meta_Ads,Wardrobe,6,1050,3,9,0,0,2,28,5.0,1,17,5,5250
1171,2024-08-01,Delhi,Referral,Dining,6,1364,5,5,0,1,1,26,1.0,1,21,1,1364
1172,2024-08-01,Delhi,Organic,Sofa,3,1658,6,4,2,0,2,38,1.0,1,21,1,1658
1173,2024-05-01,Hyderabad,Google_Ads,Bed,6,1294,3,1,0,0,2,40,1.0,1,24,1,1294
1174,2024-03-01,Delhi,Google_Ads,Bed,3,1224,3,4,1,0,1,30,13.0,1,26,13,15912
1175,2024-01-01,Mumbai,Referral,Full_Home,3,4455,0,7,0,0,0,21,,0,28,28,124740
1176,2024-05-01,Bengaluru,Google_Ads,Bed,3,1268,1,1,1,0,2,28,2.0,1,24,2,2536
1177,2024-04-01,Bengaluru,Organic,Dining,3,1613,2,8,0,0,2,24,2.0,1,25,2,3226
1178,2024-03-01,Chennai,Google_Ads,Full_Home,6,4604,1,10,0,0,0,23,4.0,1,26,4,18416
1179,2024-04-01,Chennai,Organic,Full_Home,12,3609,2,5,1,0,0,36,21.0,1,25,21,75789
1180,2024-01-01,Mumbai,Google_Ads,Sofa,3,1571,3,1,0,0,2,23,1.0,1,28,1,1571
1181,2024-08-01,Bengaluru,Meta_Ads,Dining,12,1417,3,5,1,0,1,26,2.0,1,21,2,2834
1182,2024-12-01,Mumbai,Meta_Ads,Study,3,1072,1,9,1,0,0,28,4.0,1,17,4,4288
1183,2024-09-01,Hyderabad,Google_Ads,Full_Home,6,3836,2,7,0,0,1,23,20.0,1,20,20,76720
1184,2024-06-01,Mumbai,Meta_Ads,Full_Home,6,4673,2,4,0,0,1,26,13.0,1,23,13,60749
1185,2024-06-01,Bengaluru,Referral,Study,3,880,0,8,0,0,0,23,,0,23,23,20240
1186,2024-04-01,Mumbai,Organic,Study,6,1030,3,7,0,0,2,23,,0,25,25,25750
1187,2024-02-01,Bengaluru,Direct,Sofa,3,1675,0,5,1,0,3,28,1.0,1,27,1,1675
1188,2024-08-01,Mumbai,Referral,Dining,12,1489,2,5,1,0,0,29,12.0,1,21,12,17868
1189,2024-07-01,Bengaluru,Organic,Dining,6,1721,1,6,1,1,0,22,4.0,1,22,4,6884
1190,2024-01-01,Delhi,Meta_Ads,Study,12,838,1,7,1,0,0,22,,0,28,28,23464
1191,2024-05-01,Delhi,Direct,Dining,3,1370,3,5,1,0,1,22,12.0,1,24,12,16440
1192,2024-04-01,Bengaluru,Meta_Ads,Bed,6,1241,0,8,1,1,2,22,12.0,1,25,12,14892
1193,2024-03-01,Delhi,Meta_Ads,Wardrobe,12,1098,4,7,0,0,1,28,,0,26,26,28548
1194,2024-09-01,Mumbai,Referral,Full_Home,6,3649,0,9,0,0,1,30,20.0,1,20,20,72980
1195,2024-07-01,Hyderabad,Direct,Bed,6,1390,3,5,0,0,2,27,11.0,1,22,11,15290
1196,2024-08-01,Chennai,Meta_Ads,Full_Home,6,4470,1,9,0,0,1,35,,0,21,21,93870
1197,2024-09-01,Bengaluru,Google_Ads,Dining,6,1533,3,1,0,0,1,36,1.0,1,20,1,1533
1198,2024-12-01,Pune,Organic,Wardrobe,6,885,3,7,0,0,2,21,17.0,1,17,17,15045
1199,2024-10-01,Hyderabad,Organic,Bed,6,1375,2,8,0,0,0,29,,0,19,19,26125
1200,2024-08-01,Hyderabad,Meta_Ads,Wardrobe,12,895,2,4,2,0,0,21,1.0,1,21,1,895
1201,2024-11-01,Mumbai,Organic,Full_Home,12,3403,4,7,0,0,2,29,2.0,1,18,2,6806
1202,2024-06-01,Mumbai,Meta_Ads,Sofa,3,1343,2,8,0,1,2,34,,0,23,23,30889
1203,2024-12-01,Bengaluru,Google_Ads,Full_Home,3,3772,0,6,1,0,0,31,,0,17,17,64124
1204,2024-10-01,Chennai,Organic,Full_Home,12,4347,4,6,1,1,1,25,2.0,1,19,2,8694
1205,2024-08-01,Delhi,Meta_Ads,Bed,6,1255,2,8,0,0,0,35,,0,21,21,26355
1206,2024-11-01,Mumbai,Referral,Sofa,12,1756,1,6,1,0,1,25,14.0,1,18,14,24584
1207,2024-07-01,Delhi,Google_Ads,Sofa,6,1664,0,7,0,0,1,30,19.0,1,22,19,31616
1208,2024-09-01,Bengaluru,Referral,Sofa,3,1792,2,9,0,1,0,24,,0,20,20,35840
1209,2024-04-01,Bengaluru,Google_Ads,Sofa,3,1623,0,7,0,0,0,31,3.0,1,25,3,4869
1210,2024-12-01,Delhi,Direct,Sofa,6,1285,2,1,0,1,0,27,2.0,1,17,2,2570
1211,2024-08-01,Delhi,Organic,Full_Home,6,3608,0,7,0,0,0,21,2.0,1,21,2,7216
1212,2024-10-01,Hyderabad,Google_Ads,Study,12,849,3,5,3,0,3,27,9.0,1,19,9,7641
1213,2024-06-01,Delhi,Direct,Full_Home,12,4384,3,7,0,0,1,33,2.0,1,23,2,8768
1214,2024-11-01,Delhi,Meta_Ads,Dining,12,1720,0,7,0,1,0,35,12.0,1,18,12,20640
1215,2024-01-01,Pune,Meta_Ads,Dining,12,1474,1,8,0,1,0,27,17.0,1,28,17,25058
1216,2024-02-01,Bengaluru,Direct,Full_Home,6,4376,0,1,0,0,1,35,1.0,1,27,1,4376
1217,2024-07-01,Hyderabad,Direct,Bed,6,1231,5,3,1,0,1,26,2.0,1,22,2,2462
1218,2024-09-01,Hyderabad,Organic,Study,6,974,1,1,0,2,0,40,1.0,1,20,1,974
1219,2024-10-01,Bengaluru,Direct,Full_Home,6,3834,2,8,0,1,0,25,5.0,1,19,5,19170
1220,2024-06-01,Bengaluru,Meta_Ads,Full_Home,12,3694,0,5,0,0,1,29,,0,23,23,84962
1221,2024-08-01,Bengaluru,Google_Ads,Wardrobe,3,1022,1,4,2,0,1,22,16.0,1,21,16,16352
1222,2024-07-01,Bengaluru,Google_Ads,Full_Home,12,4772,1,7,0,2,0,28,16.0,1,22,16,76352
1223,2024-12-01,Delhi,Meta_Ads,Wardrobe,6,1075,3,7,0,0,1,32,13.0,1,17,13,13975
1224,2024-08-01,Bengaluru,Organic,Bed,6,1264,0,8,0,0,2,44,17.0,1,21,17,21488
1225,2024-06-01,Delhi,Google_Ads,Bed,3,1340,6,7,0,0,2,25,4.0,1,23,4,5360
1226,2024-12-01,Bengaluru,Meta_Ads,Wardrobe,3,1003,0,6,1,0,0,21,12.0,1,17,12,12036
1227,2024-02-01,Bengaluru,Google_Ads,Bed,6,1118,2,5,1,0,2,35,11.0,1,27,11,12298
1228,2024-12-01,Mumbai,Meta_Ads,Sofa,3,1628,0,6,0,0,0,29,9.0,1,17,9,14652
1229,2024-02-01,Bengaluru,Organic,Sofa,3,1382,0,1,1,0,1,36,1.0,1,27,1,1382
1230,2024-04-01,Chennai,Google_Ads,Full_Home,3,4147,0,6,0,0,1,23,18.0,1,25,18,74646
1231,2024-10-01,Mumbai,Organic,Full_Home,6,3498,0,6,0,1,2,40,,0,19,19,66462
1232,2024-09-01,Bengaluru,Organic,Full_Home,12,4505,2,6,1,0,0,26,,0,20,20,90100
1233,2024-12-01,Bengaluru,Meta_Ads,Dining,6,1369,3,5,0,1,2,28,15.0,1,17,15,20535
1234,2024-09-01,Mumbai,Referral,Full_Home,6,3849,2,7,0,0,0,30,,0,20,20,76980
1235,2024-08-01,Delhi,Direct,Wardrobe,12,983,2,1,0,0,0,23,1.0,1,21,1,983
1236,2024-05-01,Hyderabad,Google_Ads,Wardrobe,6,1119,1,1,0,0,1,27,1.0,1,24,1,1119
1237,2024-01-01,Mumbai,Organic,Wardrobe,12,1190,1,7,0,0,1,21,5.0,1,28,5,5950
1238,2024-02-01,Delhi,Google_Ads,Bed,12,1191,1,8,1,0,0,32,,0,27,27,32157
1239,2024-04-01,Mumbai,Meta_Ads,Dining,6,1437,3,7,0,0,1,26,10.0,1,25,10,14370
1240,2024-01-01,Pune,Organic,Wardrobe,6,1067,2,6,0,1,0,21,1.0,1,28,1,1067
1241,2024-07-01,Delhi,Organic,Full_Home,12,3703,1,9,0,0,1,27,12.0,1,22,12,44436
1242,2024-10-01,Mumbai,Referral,Sofa,6,1287,4,3,1,0,1,31,1.0,1,19,1,1287
1243,2024-12-01,Hyderabad,Organic,Sofa,6,1396,0,6,0,0,0,31,14.0,1,17,14,19544
1244,2024-06-01,Pune,Organic,Bed,3,1211,1,8,0,0,0,38,20.0,1,23,20,24220
1245,2024-11-01,Mumbai,Meta_Ads,Sofa,3,1564,3,7,0,0,1,30,13.0,1,18,13,20332
1246,2024-12-01,Chennai,Google_Ads,Full_Home,3,4029,3,7,0,0,1,28,,0,17,17,68493
1247,2024-11-01,Pune,Google_Ads,Dining,12,1546,0,1,0,0,1,28,1.0,1,18,1,1546
1248,2024-06-01,Bengaluru,Meta_Ads,Bed,3,1236,0,6,2,0,1,38,,0,23,23,28428
1249,2024-04-01,Hyderabad,Organic,Study,6,848,1,8,0,1,1,24,1.0,1,25,1,848
1250,2024-12-01,Delhi,Google_Ads,Wardrobe,6,1150,3,7,0,1,1,27,3.0,1,17,3,3450
1251,2024-03-01,Delhi,Meta_Ads,Sofa,6,1516,4,6,1,1,1,33,15.0,1,26,15,22740
1252,2024-05-01,Delhi,Google_Ads,Bed,12,1493,0,8,0,0,1,30,,0,24,24,35832
1253,2024-01-01,Pune,Meta_Ads,Bed,12,1557,2,6,1,0,1,23,1.0,1,28,1,1557
1254,2024-10-01,Delhi,Meta_Ads,Dining,6,1637,2,7,0,1,0,30,6.0,1,19,6,9822
1255,2024-08-01,Delhi,Google_Ads,Full_Home,6,4699,2,1,0,0,1,39,2.0,1,21,2,9398
1256,2024-02-01,Bengaluru,Google_Ads,Bed,12,1184,0,8,0,0,3,29,5.0,1,27,5,5920
1257,2024-03-01,Mumbai,Meta_Ads,Dining,6,1533,0,8,0,0,2,27,1.0,1,26,1,1533
1258,2024-07-01,Chennai,Meta_Ads,Study,6,971,6,7,0,0,3,29,8.0,1,22,8,7768
1259,2024-07-01,Hyderabad,Direct,Bed,3,1212,2,1,0,0,1,28,1.0,1,22,1,1212
1260,2024-10-01,Bengaluru,Google_Ads,Wardrobe,3,1056,1,6,2,1,0,41,,0,19,19,20064
1261,2024-04-01,Pune,Meta_Ads,Bed,12,1513,0,7,1,0,0,34,,0,25,25,37825
1262,2024-12-01,Pune,Meta_Ads,Bed,12,1547,6,6,0,2,2,21,,0,17,17,26299
1263,2024-06-01,Delhi,Organic,Wardrobe,6,1036,3,9,0,0,1,36,,0,23,23,23828
1264,2024-10-01,Bengaluru,Meta_Ads,Bed,3,1439,1,8,0,0,1,26,,0,19,19,27341
1265,2024-03-01,Delhi,Google_Ads,Wardrobe,12,1060,4,5,0,0,2,30,12.0,1,26,12,12720
1266,2024-01-01,Bengaluru,Direct,Full_Home,12,3987,1,6,1,0,0,34,19.0,1,28,19,75753
1267,2024-01-01,Mumbai,Direct,Bed,12,1266,1,8,0,0,0,37,16.0,1,28,16,20256
1268,2024-05-01,Delhi,Meta_Ads,Full_Home,12,4259,2,7,0,0,0,31,16.0,1,24,16,68144
1269,2024-12-01,Chennai,Meta_Ads,Sofa,6,1455,0,8,0,0,1,29,,0,17,17,24735
1270,2024-01-01,Mumbai,Google_Ads,Wardrobe,3,1111,0,8,0,1,1,27,,0,28,28,31108
1271,2024-05-01,Pune,Google_Ads,Dining,3,1430,0,8,0,0,0,29,,0,24,24,34320
1272,2024-02-01,Chennai,Google_Ads,Dining,3,1761,3,1,0,0,5,39,1.0,1,27,1,1761
1273,2024-12-01,Bengaluru,Organic,Full_Home,6,4114,0,5,1,1,1,21,1.0,1,17,1,4114
1274,2024-09-01,Bengaluru,Google_Ads,Bed,12,1141,2,8,0,0,1,28,,0,20,20,22820
1275,2024-10-01,Hyderabad,Google_Ads,Bed,12,1486,2,5,1,0,1,33,11.0,1,19,11,16346
1276,2024-09-01,Hyderabad,Google_Ads,Dining,6,1667,1,8,0,0,0,41,3.0,1,20,3,5001
1277,2024-08-01,Mumbai,Google_Ads,Dining,6,1770,4,4,0,0,2,40,6.0,1,21,6,10620
1278,2024-10-01,Delhi,Meta_Ads,Full_Home,6,3572,2,1,0,0,0,31,1.0,1,19,1,3572
1279,2024-01-01,Delhi,Meta_Ads,Full_Home,6,3616,4,6,0,1,1,33,3.0,1,28,3,10848
1280,2024-11-01,Hyderabad,Meta_Ads,Sofa,12,1735,0,7,0,0,2,35,,0,18,18,31230
1281,2024-09-01,Hyderabad,Meta_Ads,Full_Home,12,4053,4,1,1,0,2,28,1.0,1,20,1,4053
1282,2024-09-01,Bengaluru,Meta_Ads,Study,12,857,0,1,0,0,1,34,1.0,1,20,1,857
1283,2024-05-01,Bengaluru,Organic,Dining,6,1650,4,6,0,0,3,27,4.0,1,24,4,6600
1284,2024-10-01,Bengaluru,Google_Ads,Bed,6,1273,2,8,0,0,0,22,,0,19,19,24187
1285,2024-05-01,Chennai,Google_Ads,Full_Home,12,4762,2,8,0,0,1,33,,0,24,24,114288
1286,2024-01-01,Chennai,Referral,Study,6,826,3,6,0,0,2,29,2.0,1,28,2,1652
1287,2024-11-01,Hyderabad,Organic,Bed,3,1345,0,7,1,1,0,34,17.0,1,18,17,22865
1288,2024-03-01,Bengaluru,Meta_Ads,Bed,6,1255,0,9,0,0,1,31,16.0,1,26,16,20080
1289,2024-02-01,Delhi,Google_Ads,Study,3,816,4,6,0,0,1,25,21.0,1,27,21,17136
1290,2024-08-01,Bengaluru,Google_Ads,Full_Home,3,4353,2,7,0,0,0,37,14.0,1,21,14,60942
1291,2024-03-01,Mumbai,Google_Ads,Wardrobe,6,897,1,1,0,0,1,33,1.0,1,26,1,897
1292,2024-11-01,Bengaluru,Referral,Full_Home,12,3783,1,5,0,0,1,34,,0,18,18,68094
1293,2024-06-01,Pune,Meta_Ads,Bed,3,1326,3,5,1,0,1,23,1.0,1,23,1,1326
1294,2024-01-01,Bengaluru,Google_Ads,Bed,6,1297,2,1,1,1,1,26,1.0,1,28,1,1297
1295,2024-12-01,Delhi,Google_Ads,Study,6,1051,0,8,0,0,0,27,,0,17,17,17867
1296,2024-07-01,Chennai,Google_Ads,Sofa,12,1616,2,8,0,0,2,29,,0,22,22,35552
1297,2024-04-01,Hyderabad,Google_Ads,Sofa,3,1311,2,7,0,1,1,41,1.0,1,25,1,1311
1298,2024-09-01,Bengaluru,Meta_Ads,Study,3,809,0,8,1,0,0,22,,0,20,20,16180
1299,2024-07-01,Chennai,Meta_Ads,Bed,6,1371,0,9,0,0,0,30,,0,22,22,30162
1300,2024-01-01,Delhi,Referral,Sofa,6,1392,5,4,1,1,2,24,2.0,1,28,2,2784
1301,2024-10-01,Mumbai,Organic,Sofa,3,1377,0,8,1,0,0,24,,0,19,19,26163
1302,2024-05-01,Delhi,Direct,Bed,12,1553,2,6,0,0,1,28,5.0,1,24,5,7765
1303,2024-09-01,Pune,Referral,Bed,6,1427,0,1,0,0,0,32,1.0,1,20,1,1427
1304,2024-11-01,Mumbai,Direct,Bed,6,1242,2,8,1,0,0,21,,0,18,18,22356
1305,2024-08-01,Delhi,Direct,Full_Home,6,3438,3,7,0,0,2,21,11.0,1,21,11,37818
1306,2024-09-01,Mumbai,Google_Ads,Study,3,1014,4,7,0,0,2,26,,0,20,20,20280
1307,2024-04-01,Bengaluru,Google_Ads,Study,3,946,0,5,1,0,0,28,1.0,1,25,1,946
1308,2024-03-01,Hyderabad,Google_Ads,Sofa,6,1437,3,8,0,0,1,24,,0,26,26,37362
1309,2024-05-01,Bengaluru,Organic,Sofa,3,1551,0,7,0,0,3,27,,0,24,24,37224
1310,2024-11-01,Mumbai,Organic,Full_Home,3,4654,0,1,0,0,0,27,1.0,1,18,1,4654
1311,2024-07-01,Mumbai,Google_Ads,Dining,6,1395,3,9,0,0,2,32,16.0,1,22,16,22320
1312,2024-05-01,Mumbai,Referral,Full_Home,6,4424,3,1,1,2,3,31,1.0,1,24,1,4424
1313,2024-10-01,Mumbai,Referral,Bed,12,1496,2,7,1,0,1,29,,0,19,19,28424
1314,2024-11-01,Delhi,Organic,Dining,6,1650,5,8,0,0,1,36,,0,18,18,29700
1315,2024-11-01,Mumbai,Meta_Ads,Wardrobe,12,1185,0,1,0,0,0,34,1.0,1,18,1,1185
1316,2024-04-01,Bengaluru,Google_Ads,Sofa,6,1396,4,6,2,0,3,28,8.0,1,25,8,11168
1317,2024-09-01,Pune,Meta_Ads,Full_Home,6,4409,0,6,0,0,1,22,,0,20,20,88180
1318,2024-08-01,Chennai,Google_Ads,Bed,6,1297,3,6,0,0,3,28,,0,21,21,27237
1319,2024-06-01,Mumbai,Organic,Wardrobe,3,982,6,3,3,0,2,21,1.0,1,23,1,982
1320,2024-05-01,Mumbai,Google_Ads,Sofa,3,1608,0,7,0,1,0,32,3.0,1,24,3,4824
1321,2024-02-01,Bengaluru,Google_Ads,Dining,3,1700,3,5,0,0,1,40,22.0,1,27,22,37400
1322,2024-04-01,Bengaluru,Meta_Ads,Full_Home,12,3913,2,10,0,0,0,31,,0,25,25,97825
1323,2024-07-01,Mumbai,Meta_Ads,Bed,6,1275,0,9,0,0,0,34,2.0,1,22,2,2550
1324,2024-11-01,Chennai,Meta_Ads,Full_Home,3,4071,6,7,0,0,1,24,12.0,1,18,12,48852
1325,2024-11-01,Hyderabad,Direct,Bed,12,1556,1,7,0,1,0,30,3.0,1,18,3,4668
1326,2024-03-01,Mumbai,Google_Ads,Full_Home,3,4517,1,1,0,0,0,28,2.0,1,26,2,9034
1327,2024-09-01,Chennai,Direct,Study,12,879,3,5,1,0,1,24,19.0,1,20,19,16701
1328,2024-02-01,Mumbai,Google_Ads,Full_Home,12,3907,1,7,0,1,2,28,,0,27,27,105489
1329,2024-09-01,Bengaluru,Google_Ads,Full_Home,6,4654,6,3,2,0,1,23,2.0,1,20,2,9308
1330,2024-05-01,Mumbai,Direct,Wardrobe,3,1122,0,7,1,1,0,34,13.0,1,24,13,14586
1331,2024-06-01,Bengaluru,Organic,Bed,12,1401,4,6,0,0,1,26,,0,23,23,32223
1332,2024-09-01,Pune,Organic,Full_Home,12,4399,0,8,0,0,2,24,20.0,1,20,20,87980
1333,2024-06-01,Mumbai,Organic,Full_Home,12,3479,0,1,0,1,1,30,1.0,1,23,1,3479
1334,2024-10-01,Delhi,Meta_Ads,Dining,3,1411,3,7,0,0,1,33,1.0,1,19,1,1411
1335,2024-07-01,Mumbai,Referral,Study,6,863,2,7,2,0,1,35,,0,22,22,18986
1336,2024-12-01,Chennai,Google_Ads,Wardrobe,3,1014,5,1,0,0,1,25,1.0,1,17,1,1014
1337,2024-08-01,Delhi,Referral,Sofa,6,1647,5,7,0,0,1,29,,0,21,21,34587
1338,2024-04-01,Mumbai,Direct,Sofa,3,1684,1,6,0,0,1,35,12.0,1,25,12,20208
1339,2024-10-01,Bengaluru,Referral,Study,12,1043,2,9,0,1,1,23,8.0,1,19,8,8344
1340,2024-05-01,Chennai,Organic,Study,6,849,2,7,0,0,0,29,13.0,1,24,13,11037
1341,2024-07-01,Delhi,Organic,Study,12,1000,5,1,0,0,2,29,1.0,1,22,1,1000
1342,2024-02-01,Mumbai,Meta_Ads,Dining,3,1916,0,6,1,0,1,24,18.0,1,27,18,34488
1343,2024-02-01,Pune,Meta_Ads,Bed,12,1199,0,8,0,0,0,35,,0,27,27,32373
1344,2024-07-01,Bengaluru,Referral,Bed,6,1136,2,9,0,0,0,27,12.0,1,22,12,13632
1345,2024-03-01,Mumbai,Organic,Sofa,12,1745,3,7,0,0,2,36,25.0,1,26,25,43625
1346,2024-12-01,Delhi,Meta_Ads,Sofa,6,1345,5,4,0,0,3,23,1.0,1,17,1,1345
1347,2024-11-01,Mumbai,Referral,Dining,3,1762,1,1,0,0,1,21,2.0,1,18,2,3524
1348,2024-09-01,Mumbai,Google_Ads,Full_Home,12,3941,0,7,1,0,1,26,15.0,1,20,15,59115
1349,2024-09-01,Bengaluru,Referral,Full_Home,6,3897,2,4,2,1,0,31,,0,20,20,77940
1350,2024-08-01,Bengaluru,Referral,Sofa,3,1768,0,5,1,0,1,26,1.0,1,21,1,1768
1351,2024-01-01,Bengaluru,Google_Ads,Full_Home,3,3891,4,6,0,2,2,30,1.0,1,28,1,3891
1352,2024-05-01,Bengaluru,Google_Ads,Dining,12,1587,0,5,1,0,0,29,15.0,1,24,15,23805
1353,2024-06-01,Chennai,Organic,Bed,12,1111,2,1,0,1,0,24,1.0,1,23,1,1111
1354,2024-11-01,Delhi,Google_Ads,Study,6,822,4,1,0,0,1,44,2.0,1,18,2,1644
1355,2024-03-01,Mumbai,Direct,Full_Home,3,3905,0,6,2,0,1,28,26.0,1,26,26,101530
1356,2024-06-01,Mumbai,Google_Ads,Bed,6,1407,0,7,0,0,2,25,,0,23,23,32361
1357,2024-05-01,Hyderabad,Google_Ads,Dining,3,1395,4,1,0,0,1,44,1.0,1,24,1,1395
1358,2024-02-01,Bengaluru,Google_Ads,Bed,6,1263,0,7,0,0,0,24,,0,27,27,34101
1359,2024-02-01,Bengaluru,Referral,Sofa,6,1466,1,7,0,0,0,30,,0,27,27,39582
1360,2024-05-01,Delhi,Meta_Ads,Sofa,6,1689,3,1,0,0,1,26,1.0,1,24,1,1689
1361,2024-01-01,Mumbai,Referral,Sofa,12,1418,0,9,0,0,0,22,,0,28,28,39704
1362,2024-01-01,Hyderabad,Direct,Study,12,1045,0,8,0,1,0,34,1.0,1,28,1,1045
1363,2024-05-01,Pune,Organic,Sofa,3,1769,2,6,0,1,1,29,7.0,1,24,7,12383
1364,2024-03-01,Pune,Google_Ads,Study,6,834,4,8,0,0,1,22,,0,26,26,21684
1365,2024-07-01,Bengaluru,Google_Ads,Full_Home,6,3928,0,9,0,0,0,40,,0,22,22,86416
